image,caption
./images/train/1931.jpg,A paper on the information of the teacher's profession
./images/train/1932.jpg,A photo of a desk with a piece of paper on it
./images/train/1933.jpg,A powerpoint slide showing guidelines for improving writing technique.
./images/train/1934.jpg,A student standing by the blackboard with a piece of paper.
./images/train/1935.jpg,A page from a Chinese textbook.
./images/train/1936.jpg,"The output of running the command ""conda list"""
./images/train/1937.jpg,A slide showing the second topic: Must do exercises.
./images/train/1938.jpg,A screen showing the content of various talks given by Li to different audiences.
./images/train/1939.jpg,A Rudraksha bracelet is placed in a plastic bag
./images/train/194.jpg,"A wall displaying photos and information about the 5th Technological Invention Exhibition, held in 1982."
./images/train/1940.jpg,"A cityscape at night, with a river and bridge in the foreground."
./images/train/1941.jpg,A blue and white iced drink with a slice of lemon on a wooden table.
./images/train/1942.jpg,"The leaves of the plants are green, and some yellow flowers are blooming."
./images/train/1943.jpg,A rock with Chinese characters written on it.
./images/train/1944.jpg,Dark clouds are gathering over a city.
./images/train/1945.jpg,A trail with trees and benches on a rainy day
./images/train/1946.jpg,A group of pigeons in a cage
./images/train/1947.jpg,A table full of dishes from Nan khao steamboat and Mango sticky rice
./images/train/1948.jpg,The image shows a tree-lined path in a park.
./images/train/1949.jpg,A black swan standing by a rock and some plants.
./images/train/195.jpg,A model of a Mars rover on display in a museum.
./images/train/1950.jpg,A tree with no leaves in front of a blue sky.
./images/train/1951.jpg,"A white castle with blue, green and red roofs, with a group of people in front of it."
./images/train/1952.jpg,"A large screen in a shopping mall shows a poster for the movie ""Dreamland""."
./images/train/1953.jpg,A car with a leaf on the hood
./images/train/1954.jpg,A tree with a bunch of pink flowers.
./images/train/1955.jpg,The park is full of trees and white marble benches.
./images/train/1956.jpg,Clouds in the sky during sunset
./images/train/1957.jpg,"The cityscape of Chongqing, with a bridge and skyscrapers."
./images/train/1958.jpg,A man in a white shirt and white cap is projected onto a wall.
./images/train/1959.jpg,Close up of the control board and power board
./images/train/196.jpg,An electronic board showing the time and status of various trains at a train station.
./images/train/1960.jpg,"The main building of Wuhan University, where a banner for the university's 120th anniversary is displayed."
./images/train/1961.jpg,"A person presenting in front of a slide that says ""Multiple-Model Learning""."
./images/train/1962.jpg,"A student standing in front of a screen showing the logo of Huawei and the words ""强者无需多言!"""
./images/train/1963.jpg,A plate of pork and chive dumplings from Ruyi Xintiandi.
./images/train/1964.jpg,Photo shows the scene of the awarding ceremony for the 10公里 men's competition.
./images/train/1965.jpg,Photo of a person speaking on a stage in front of a screen with the number 8 on it.
./images/train/1966.jpg,A full moon peeking through the clouds.
./images/train/1967.jpg,A plate of Thai noodles with chopsticks on the dining table.
./images/train/1968.jpg,A fawn walking on a sidewalk
./images/train/1969.jpg,A boy watching bears in the zoo
./images/train/197.jpg,"A screen showing the words ""Tourism Fair"" in Chinese."
./images/train/1970.jpg,An image of a forest with a focus on the trunks of two trees that look like they have been painted gold.
./images/train/1971.jpg,A white tiger standing in its enclosure at the zoo.
./images/train/1972.jpg,"A large red and white cable car with the words ""Skyline Luge"" written on it."
./images/train/1973.jpg,The picture shows the night view of theAI Bridge in Guangzhou.
./images/train/1974.jpg,A city street at dusk with clouds in the sky.
./images/train/1975.jpg,A photo of a smart board with notes on it
./images/train/1976.jpg,Introducing your research objective
./images/train/1977.jpg,"A slide titled ""How to achieve the goal of common prosperity"" is displayed on the screen. The content is in Chinese."
./images/train/1978.jpg,A powerpoint slide showing the different manuscript types.
./images/train/1979.jpg,A scientific paper is a document that contains the results of a research study.
./images/train/198.jpg,A menu for Nanjing cuisine
./images/train/1980.jpg,"A slide with a box around the question ""How should you construct an outline?"" and a box around the text ""You should construct an outline by first identifying the main ideas and the supporting details."""
./images/train/1981.jpg,A slide showing how to construct an outline.
./images/train/1982.jpg,"A powerpoint slide that says ""Can I publish this?"""
./images/train/1983.jpg,A slide with two points.
./images/train/1984.jpg,"Improved summary 2 Dr Mark Porter writes in ""Fighting for breath"" about current problems such as air pollution and diseases. In 1952, the Great Fog, caused by a combination of two high-pressure fronts creating a temperature inversion, killed nearly 3,000 people. The greatest single source of pollution is traffic fumes. Even the introduction of the catalytic converters in 1992 has not reduced their production. Environmental pollution is a factor in diseases like asthma; however, the relationship between air pollution and chest problems is complex."
./images/train/1985.jpg,*培育巨人者，气势恢宏*思想深邃，创新创造*不負关怀，成长成才
./images/train/1986.jpg,These are nendoroid doll of different characters.
./images/train/1987.jpg,"The picture shows the night view of the Wuchang Bridge in Wuhan, which is one of the famous landmarks in Wuhan."
./images/train/1988.jpg,"The back of a boat with a motor, traveling across a lake."
./images/train/1989.jpg,A bowl of beef fried rice from KFC
./images/train/199.jpg,A traditional Chinese archway with German MedizinSchule written on it.
./images/train/1990.jpg,A cake on display at the Cinnamoroll exhibition.
./images/train/1991.jpg,A window looking out onto a cloudy sky and a line of trees and buildings in the distance.
./images/train/1992.jpg,People are crossing the road at a zebra crossing.
./images/train/1993.jpg,A small bird is standing on the top of an air conditioner.
./images/train/1994.jpg,The picture shows a beautiful autumn scenery.
./images/train/1995.jpg,"The sky is blue and bright through the branches of a tree with red, yellow, and green leaves."
./images/train/1996.jpg,An aerial view of an airplane wing over a city at night.
./images/train/1997.jpg,A bedroom with a large projector screen on the wall showing a wooden house.
./images/train/1998.jpg,Staircase surrounded by green plants on both sides
./images/train/1999.jpg,A city skyline with tall buildings and a blue sky.
./images/train/2.jpg,A worker prepares food at a stall in the food market.
./images/train/20.jpg,"The facade of the cathedral is in brown stone, with two high pointed towers on both sides of the main hall, and a Chinese flag is flying on the left side of the main hall."
./images/train/200.jpg,A worker at the park in Chongqing熔毁一批长江流域特有鱼类的鱼鳞。
./images/train/2000.jpg,"A dish of food with a spoon in it, sitting on a table."
./images/train/2001.jpg,A close up of a person on a stage singing into a microphone.
./images/train/201.jpg,"A group of people are gathered around a table full of food and drinks, sitting on chairs and on the floor. Some are eating, some are drinking, and some are chatting."
./images/train/202.jpg,"The company held a annual dinner for employee in February, 2021"
./images/train/203.jpg,A yellow-clad worker for ride-hailing firm Didi Chuxing walks in a residential area in this undated photo.
./images/train/204.jpg,The picture shows a beautiful scene of blooming flowers.
./images/train/205.jpg,The side of a building with a sign that says '清华大学'.
./images/train/206.jpg,Night view of the light show on the Bund.
./images/train/207.jpg,View of a river from a bridge.
./images/train/208.jpg,A night view of the Nanshan sculpture in Shenzhen.
./images/train/209.jpg,A group of people standing on a pier watching the sunset.
./images/train/21.jpg,"The skyline of Hong Kong at night, as seen from the Kowloon side of the harbour."
./images/train/210.jpg,A glass teapot with a clear handle and spout.
./images/train/211.jpg,The illuminated old port of Rethymno at sunset
./images/train/212.jpg,A forest with yellow leaves
./images/train/213.jpg,A hedgehog peeks out from a hollow log
./images/train/214.jpg,A lighthouse on a rocky island at sunset
./images/train/215.jpg,Aerial view of the mountains and lochans in Glencoe
./images/train/216.jpg,A carving of a lion on a wall in Persepolis
./images/train/217.jpg,Aerial view of a corn maze
./images/train/218.jpg,"A close-up of the surface of a frozen pond, with the ripples in the ice catching the light from streetlamps in the background."
./images/train/219.jpg,"The city square in Tallinn, Estonia, during the winter holiday season."
./images/train/22.jpg,"People wearing protective masks are seen at a market in Wuhan, China, Jan. 22, 2021."
./images/train/220.jpg,"A group of guanacos in front of the Cerro Torre in Patagonia, Argentina."
./images/train/221.jpg,Screenshot of the traffic condition during the time of day when the photo was taken
./images/train/222.jpg,"A screen showing the score of the game between华中科技大学和贵州大学 during the 26th China大学生篮球联赛 in Wuhan, capital of Hubei province."
./images/train/223.jpg,A street view of the city with cherry blossom trees in the foreground and office buildings in the background.
./images/train/224.jpg,You know I want to say something
./images/train/225.jpg,People walk past the ZegeNa brand on the 7th floor of the Xinhua Bookstore in downtown Chongqing.
./images/train/226.jpg,"The screenshot shows a scene from the animated film ""Over the Moon""."
./images/train/227.jpg,"Screenshot of a scene from ""The Willoughbys"" where the two children are standing in front of a very large robot."
./images/train/228.jpg,The museum's name and logo are displayed on a large screen.
./images/train/229.jpg,The temple is crowded with visitors.
./images/train/23.jpg,Raindrops on a car window at night in the city.
./images/train/230.jpg,A chibi version of Jujutsu Kaisen's Satoru Gojo standing with his arms behind his back
./images/train/231.jpg,People are gathered around a car in a building.
./images/train/232.jpg,A train on the tracks at a station.
./images/train/233.jpg,People waiting for the train at a train station.
./images/train/234.jpg,A cute white cat with a blue and yellow scarf sitting on a wooden platform.
./images/train/235.jpg,A sunset behind power lines
./images/train/236.jpg,A park with many trees and a small red building in the background.
./images/train/237.jpg,A lab with two people wearing VR headsets.
./images/train/238.jpg,People wearing face masks are seen here climbing stairs at the Longhua Temple in Shanghai.
./images/train/239.jpg,The plum blossoms in the plum tree garden are in full bloom.
./images/train/24.jpg,"A woman in a fuschia top is standing with her back to the camera, facing a fruit shop. She is wearing a black pants and a pair of black shoes. She has her hair tied back and is holding a green plastic bag in her right hand. There is a small brown poodle on a leash beside her. The poodle is looking down and to the right."
./images/train/240.jpg,The main hall of the Confucius Temple in Nanjing is located in the middle of the garden.
./images/train/241.jpg,People admiring the rock formations and waterfall at the China Stone Forest.
./images/train/242.jpg,A misty morning on the lake
./images/train/243.jpg,A window with a blue hue looking into a room with people.
./images/train/244.jpg,An exhibition showcasing the history of the Chinese newspaper in Penang.
./images/train/245.jpg,The crowd in front of the giant bell.
./images/train/246.jpg,"The library of the Confucius Temple in Fuzhou, also known as the Fuzhou Library, is a comprehensive library dedicated to collecting, organizing, and providing access to information and knowledge. It is one of the largest and most comprehensive libraries in Fuzhou, with a vast collection of books, periodicals, and other materials on a wide range of subjects. The library is also known for its beautiful architecture and historic significance, as it was built in the traditional Chinese style and has been designated as a provincial-level cultural heritage site."
./images/train/247.jpg,"The exterior of a building with a large open area in the middle, with a bridge connecting two buildings on the left and the right."
./images/train/248.jpg,"A bookmark made of bamboo, with a tassel on top. The words ""墨攻"" and ""攻城槌"" are engraved on it."
./images/train/249.jpg,The sleeping Buddha is surrounded by flowers and candles.
./images/train/25.jpg,The photo shows the scene of many people running in the street during the marathon.
./images/train/250.jpg,A city street in China with Chinese flags flying.
./images/train/251.jpg,"The Catholic Church in the French Concession, Shanghai. It is a beautiful building in the city."
./images/train/252.jpg,A night view of the escalator and the illuminated shopping mall.
./images/train/253.jpg,vr moon walk at the science and technology museum
./images/train/254.jpg,A fence with the logo of Monash University and Suzhou Join Graduation Scene.
./images/train/255.jpg,The same breadboard with all the components added and connected.
./images/train/256.jpg,A cup of mango smoothie on the table
./images/train/257.jpg,A museum exhibition about the early days of the Communist Party of China in Shanghai.
./images/train/258.jpg,The photo shows the scene at the ticketing counter of the station.
./images/train/259.jpg,"Screenshot of the ""2023年第一季度14期青春大學習"" page"
./images/train/26.jpg,A woman is shopping for clothes in a store.
./images/train/260.jpg,A plate of sushi with cream cheese
./images/train/261.jpg,A group of people stand in front of a screen that says 2021.
./images/train/262.jpg,A bench in a gym with a barbell on it
./images/train/263.jpg,Two bottles of桂花酒
./images/train/264.jpg,Night view of the city from the roof of a building
./images/train/265.jpg,A night view of the city from the bridge
./images/train/266.jpg,"A night view of the city of Chongqing, with the river and the skyline lit up."
./images/train/267.jpg,"The scene shows that it is autumn, with yellow leaves falling on the ground and scattered under the trees."
./images/train/268.jpg,"A view of a courtyard from a window, with trees and shrubs planted in the ground."
./images/train/269.jpg,"A red wall with black Chinese characters is in the foreground. In the background, a traditional Chinese building with a grey roof and wooden exterior is visible. The sky is grey and overcast. There are many people in the vicinity, some wearing face masks."
./images/train/27.jpg,A grocery store filled with lots of fresh produce.
./images/train/270.jpg,"The gate of the park is decorated with red lanterns and red ribbons, and the top of the gate is a Chinese character."
./images/train/271.jpg,A box of chicken tenders from the restaurant.
./images/train/272.jpg,A bird perched on a branch covered in snow.
./images/train/273.jpg,Two horses standing in a field
./images/train/274.jpg,A mountain road with light trails
./images/train/275.jpg,An old brick bridge with arches in a forest surrounded by autumn leaves.
./images/train/276.jpg,"The windmill in the salt pans of Trapani, Sicily, Italy, during a dramatic sunset"
./images/train/277.jpg,A group of penguins jump into the sea from a rock in front of icebergs.
./images/train/278.jpg,Grizzly bears fishing for salmon at the top of a waterfall.
./images/train/279.jpg,An octopus sits in a shell with its eggs.
./images/train/28.jpg,A shopping cart filled with various groceries and snacks.
./images/train/280.jpg,A group of five different sized and shaped pumpkins with scary faces drawn on them.
./images/train/281.jpg,A castle atop a mountain surrounded by fog.
./images/train/282.jpg,A group of jellyfish swimming in the ocean
./images/train/283.jpg,a bridge with chongqing in the background
./images/train/284.jpg,"Tourists visit a field of rape flowers in Shaoxing, Zhejiang province, April 11, 2019. Photo by VCG"
./images/train/285.jpg,The file name is 20210328_143838_1.jpg
./images/train/286.jpg,"Photo shows a man cooking food, including what appears to be hot dogs and asparagus, on an outdoor grill."
./images/train/287.jpg,A computer screen with a layout of a circuit board.
./images/train/288.jpg,"The entrance of Longhua Temple of Shanghai, with its unique ancient architecture and history, is a must-visit destination for tourists."
./images/train/289.jpg,A metro train arriving at a platform
./images/train/29.jpg,A fluffy brown dog laying on a couch
./images/train/290.jpg,People walking in front of a bridge
./images/train/291.jpg,AOC launch their first gaming monitor with 240Hz refresh rate
./images/train/292.jpg,People walking on a path in the Wuyi Mountains in China.
./images/train/293.jpg,"The main entrance of the temple is located in the middle of the mountain, and the steps on both sides are lined with stone lanterns."
./images/train/294.jpg,People are walking among the blooming apricot trees in a park.
./images/train/295.jpg,"The plum blossoms are in full bloom, with light pink blossoms blooming on the branches."
./images/train/296.jpg,The plum blossom garden is a beautiful sight to behold.
./images/train/297.jpg,"File photo shows cherry blossoms in bloom at the Wuhan Botanical Garden in Wuhan, capital of central China's Hubei Province. The Wuhan Botanical Garden, one of the largest and most diverse botanical gardens in China, is home to more than 10,000 species of plants, including many that are rare or endangered. The garden covers an area of 217 acres, featuring mountain gardens, river basins, and wetland gardens, as well as halls and pavilions exhibiting plants from different parts of China. The garden is not only a major attraction for local residents, but also an important resource for scientific research and education."
./images/train/298.jpg,The plum blossom in full bloom in the garden is very beautiful.
./images/train/299.jpg,People are visiting the museum of the revolution of China in Shaoshan.
./images/train/3.jpg,A book with the title “Doggie Can Do Anything” is on display in a store.
./images/train/30.jpg,A walkway in a park surrounded by trees
./images/train/300.jpg,A model of a city lit up at night
./images/train/301.jpg,Tiny yellow flowers with green stems on a rocky ground.
./images/train/302.jpg,Museum display of a yellow mask with a frowning face.
./images/train/303.jpg,"A gold inkwell in the shape of an ancient Chinese musical instrument, the guqin."
./images/train/304.jpg,"People queue up for the entrance of the Temple of Heaven in Beijing, which saw a large number of visitors after the city lifted the COVID-19 prevention and control measures on May 31, 2023. (Photo/Beijing Times)"
./images/train/305.jpg,"The bright blue sky and white clouds perfectly match the Temple of Heaven, making it even more magnificent."
./images/train/306.jpg,"The Bird's Nest is one of the iconic buildings in Beijing, and it is even more spectacular at night."
./images/train/307.jpg,"The inside of a large, ornate, and brightly lit hall."
./images/train/308.jpg,A mummy in a glass case.
./images/train/309.jpg,A circular star map etched on a dark grey stone tablet.
./images/train/31.jpg,A group of people sitting on a blanket on the grass
./images/train/310.jpg,"The photo shows an artificial river in Guzhen with a walking street on both sides. The river is surrounded by many tall buildings, and there are many people walking on the riverwalk."
./images/train/311.jpg,The city is seen through the trees.
./images/train/312.jpg,A choir on a stage in front of a large screen.
./images/train/313.jpg,Two steaming baskets of soup dumplings on a dining table.
./images/train/314.jpg,"Mr. Li, the school party secretary, delivered an important speech."
./images/train/315.jpg,"A scene from the 2019 film ""The Founding of a Party,"" which tells the story of the early days of the Chinese Communist Party."
./images/train/316.jpg,A person walking on a street.
./images/train/317.jpg,"The cityscape of Shenzhen at night, with the high-rise buildings illuminated."
./images/train/318.jpg,"People are enjoying the night view of the cityscape of Qingdao, a coastal city in east China's Shandong Province."
./images/train/319.jpg,A field full of people on a sunny day.
./images/train/32.jpg,A sanitation worker in a red hat and orange vest sits on a pole next to a motorbike.
./images/train/320.jpg,A two-storey building with a red and white exterior and a red digital screen on the first floor.
./images/train/321.jpg,A stone building with a store on the first floor.
./images/train/322.jpg,A photo of a freshly thrown pottery bowl on the wheel.
./images/train/323.jpg,"Photo taken from a construction site on the 6th floor, looking out towards the cityscape."
./images/train/324.jpg,A still from the Japanese film 'Shoplifters'.
./images/train/325.jpg,"Aerial view of Lower Manhattan at night, with the bright lights of the city illuminating the buildings and the river below."
./images/train/326.jpg,"A mountain range with a forest of trees in the foreground, turning yellow and orange in the fall."
./images/train/327.jpg,A field of yellow flowers in front of a white barn.
./images/train/328.jpg,A castle on top of a hill surrounded by fog and autumnal trees
./images/train/329.jpg,A statue of a woman holding flowers stands in Bonaventure Cemetery.
./images/train/33.jpg,A bird standing on a sidewalk
./images/train/330.jpg,"The Acropolis of Athens, Greece, is one of the most important archaeological sites in the world."
./images/train/331.jpg,"A polar bear sow with two cubs in Wapusk National Park, Canada."
./images/train/332.jpg,"The Castell Coch (Red Castle) in autumn, surrounded by trees in fall colors."
./images/train/333.jpg,A landscape image of the Tetons in fall with a beaver dam in the foreground.
./images/train/334.jpg,The score is 0-1 at the half.
./images/train/335.jpg,A large building with many windows and a courtyard in front of it.
./images/train/336.jpg,"The flag of Mount Qingcheng is located at the top of the mountain, overlooking the entire mountain."
./images/train/337.jpg,A group of people walking across a bridge
./images/train/338.jpg,The view of the Yangtze River in Chongqing at night
./images/train/339.jpg,"The photo shows the night view of Nanjing Road, with people walking on the street and many stores and shops are open."
./images/train/34.jpg,A group of people sitting in a room with a large glass window behind them.
./images/train/340.jpg,"A table full of Chinese food, including rice, soup, and meat."
./images/train/341.jpg,The original circuit diagram of the audio amplifier chip
./images/train/342.jpg,Daylight fades in a blue sky over a green field and mountains in the distance.
./images/train/343.jpg,"The main entrance to the garden, with a traditional Chinese pavilion and a plum tree in bloom."
./images/train/344.jpg,A crowd of people are gathered around a diorama of a Chinese royal court.
./images/train/345.jpg,Three Vietnamese broadswords on display in a museum.
./images/train/346.jpg,The scene of the bell show on the stage
./images/train/347.jpg,"The main hall of the Beilin石窟 in Xi'an, China."
./images/train/348.jpg,"The main hall of the Beihai Park, where many tourists are visiting."
./images/train/349.jpg,"""Ding"" plate and ""Zhang"" bowl from the Northern Song Dynasty, and ""Guan"" bowl from the Yuan Dynasty. All three are on display in the Henan Museum."
./images/train/35.jpg,The Chinese national flag waves in the wind.
./images/train/350.jpg,"The main entrance to the city wall of Dandong, China."
./images/train/351.jpg,A cluster of purple flowers surrounded by green leaves.
./images/train/352.jpg,Tens of thousands of people from all walks of life in China come together to form a stunning scene of unity and strength.
./images/train/353.jpg,A young man stands in front of a wall of neon lights.
./images/train/354.jpg,"A crowded stage with a large screen in the middle, bright lights shining on the stage and the crowd watching the show."
./images/train/355.jpg,A book on 3D printing in a trash can
./images/train/356.jpg,A screen showing the planets in our solar system.
./images/train/357.jpg,A cat drinking from a straw
./images/train/358.jpg,A bottle of Tanqueray gin
./images/train/359.jpg,An airplane is on display in the middle of a city square.
./images/train/36.jpg,A picture of a sketchbook open to a page with a sketch of a person with long hair leaning over a little black dog.
./images/train/360.jpg,The relationship between the major fields of study in the field of education and the fields of study in the Department of Education at Stanford University
./images/train/361.jpg,A paper bag from Pizza Hut.
./images/train/362.jpg,A toddler is laying down on a pink blanket.
./images/train/363.jpg,A little girl and boy playing pool
./images/train/364.jpg,A person standing at a podium in front of a chalkboard.
./images/train/365.jpg,"A building with a round glass facade and the words ""科学院医院"" (科学院医院) on its side."
./images/train/366.jpg,The blossoms on the tree are a beautiful shade of pink.
./images/train/367.jpg,View from inside a high speed train
./images/train/368.jpg,A deer laying on a rock wall.
./images/train/369.jpg,A box of fried chicken from Raising Cane's.
./images/train/37.jpg,A group of koi fish swimming in a pond
./images/train/370.jpg,Clouds gather over a lake during a setting sun
./images/train/371.jpg,"The photo shows a wide road with a black top surface. On both sides of the road, there are tall green trees. The trees on the left are smaller than those on the right. Most of the trees on both sides are full of green leaves, but some leaves have turned yellow at the tips, indicating that it is the fall season. There are a few cars parked on the left side of the road, and a white building is visible at the end of the road."
./images/train/372.jpg,This is a photo of a pathway in a residential area.
./images/train/373.jpg,A tree with lanterns hanging from it in front of a building.
./images/train/374.jpg,A beautiful sunrise over a vineyard in the autumn.
./images/train/375.jpg,"The sun sets over the ancient ruins of Hampi, India."
./images/train/376.jpg,A sea otter floating on its back in the ocean
./images/train/377.jpg,"A winding road on the island of Capri, Italy."
./images/train/378.jpg,A large container ship carrying a variety of cargo across the ocean.
./images/train/379.jpg,A deep green canyon with a river running through it
./images/train/38.jpg,A Ferris wheel with a sky background
./images/train/380.jpg,A beautiful sunset behind the mountains wallpaper
./images/train/381.jpg,A forest of trees with orange leaves.
./images/train/382.jpg,A train on the tracks at a platform in a metro station.
./images/train/383.jpg,A night view of some tall buildings in the city.
./images/train/384.jpg,A bowl of white dumplings (tāng yuán) for the Chinese Lunar New Year.
./images/train/385.jpg,A bowl of noodles with a poached egg and some greens.
./images/train/386.jpg,Group of people roasting food over a fire
./images/train/387.jpg,A large stone building with a clock tower and a red flag flying at the top.
./images/train/388.jpg,A snowy view from the window of the hotel.
./images/train/389.jpg,"The streets of the ancient city are very quiet, only a few people walking"
./images/train/39.jpg,Two soccer players running after the soccer ball
./images/train/390.jpg,The red door represents the 14 terms proposed by the NPC at the exhibition of the National Museum of China.
./images/train/391.jpg,"Rain falls in Shenyang, capital of Liaoning Province, Oct. 6, 2020. East China's Shandong and Henan provinces, as well as the capital Beijing, issued red alerts for heavy rainfall on Wednesday. The Shandong provincial government said more than 10 million people had been affected by the rainfall, with 1.14 million under emergency shelter. No deaths or injuries were reported. The provincial authorities have set up 15 teams to deal with the disaster. As of 6 pm Wednesday, the rain had caused 155,000 mu (11,000 acres) of crops to be damaged in the province. The provincial civil affairs department has provided emergency aid to those affected."
./images/train/392.jpg,"Sunset over a field of goldenrod in rural Champaign County, Ohio."
./images/train/393.jpg,A city street at dusk with a sky of clouds.
./images/train/394.jpg,A sports field with a chain link fence.
./images/train/395.jpg,Climbing up the mountain to visit the temple.
./images/train/396.jpg,People are walking among the blossoming cherry trees.
./images/train/397.jpg,The lake in the middle of the forest in the Qiantang River Basin.
./images/train/398.jpg,People are enjoying the outdoors during the spring holiday.
./images/train/399.jpg,This is a picture of a diorama of a Chinese family saying goodbye to their son as he departs for war.
./images/train/4.jpg,"A picture of the sunset in Tofino, BC."
./images/train/40.jpg,"A tram runs through a campus surrounded by autumn foliage in Harbin, Heilongjiang province, Oct. 17, 2020. Zhang Peng/LightRocket via Getty Images"
./images/train/400.jpg,A display case showing 5 old guns and a lock of hair in a bun
./images/train/401.jpg,"A scene from the movie, In This Corner of the World, is brought to life with life-sized wax figures."
./images/train/402.jpg,A close up of a succulent with red and green leaves.
./images/train/403.jpg,"The view of the Gate of Supreme Harmony from inside the Forbidden City. The gate is a large white structure with a few red details. There are many people in front of the gate, some with umbrellas. The sky is blue and there are green trees in the background."
./images/train/404.jpg,"A store named ""World City谷步行街"" is shown, with a large number of people walking in and out of the store."
./images/train/405.jpg,A red robot arm in a factory setting.
./images/train/406.jpg,A screen showing information about the students in the class.
./images/train/407.jpg,A wall with Chinese characters explaining the history of the lunar calendar.
./images/train/408.jpg,A sign for the Space Visualization Lab at the Science and Technology Museum in Beijing.
./images/train/409.jpg,A sign that says “加快發展新一代人工智能” (加速發展新一代人工智能) is displayed in front of a building.
./images/train/41.jpg,"Fire crackers burst in the sky during Diwali celebrations in Patna on Oct 29, 2020."
./images/train/410.jpg,"A night scene of the park, with the name of the park and the date and time of the photo displayed on the wall."
./images/train/411.jpg,"A photo of a sign that says ""Learn Suzhou"" in Chinese characters."
./images/train/412.jpg,"This is the statue of Li Bai, a famous poet of the Tang Dynasty. He is known for his travels and poems about nature."
./images/train/413.jpg,"The School of Artificial Intelligence and Automation of Fudan University was officially established on February 24, 2021. The first batch of students will be admitted in September 2021. The school was established on the basis of the School of Computer Science and Engineering of Fudan University. It is an independent school directly under the jurisdiction of Fudan University. The school is committed to becoming a world-class school of artificial intelligence and automation."
./images/train/414.jpg,The young man is explaining the procedures to the two elders standing in front of the self-service machine.
./images/train/415.jpg,Schematic diagram of electronic road experiment in 2023
./images/train/416.jpg,A bookshelf with many books on it
./images/train/417.jpg,Outdoor barbecues in the cold night
./images/train/418.jpg,The company held a meeting to commend the excellent employees of 2019 and celebrate the Spring Festival.
./images/train/419.jpg,A girl wearing a red coat stands in front of a row of red lanterns
./images/train/42.jpg,A book with red Chinese characters on the cover.
./images/train/420.jpg,The children of the community dance lion dance during the Spring Festival.
./images/train/421.jpg,People are sitting on brown sofas in a shopping mall.
./images/train/422.jpg,A Peugeot 408 CC is parked on the roadside with the trunk open.
./images/train/423.jpg,A tree with pink flowers in front of a building.
./images/train/424.jpg,Image of a steel factory with smoke coming out of a tower and a blue sky with clouds in the background.
./images/train/425.jpg,"A boat with three people on it, passing under a bridge."
./images/train/426.jpg,A cat sitting on a curb next to some grass.
./images/train/427.jpg,"People wearing face masks walk near a street with blooming cherry blossoms in this photo taken in Shanghai, China, April 1, 2020. [Photo/Agencies]"
./images/train/428.jpg,"a view of the city of chongqing from a distance, with the river in the foreground and a few taxis"
./images/train/429.jpg,Two pandas sitting on the ground
./images/train/43.jpg,A woman sitting on a swing with a flag in her hand
./images/train/430.jpg,"The night view of the river and the city is very beautiful, with bright lights on both sides of the river and a large cruise ship sailing slowly."
./images/train/431.jpg,"The main entrance of Longtan Temple, with a pair of stone lions standing on both sides of the stairs."
./images/train/432.jpg,A small cake in a clear cup.
./images/train/433.jpg,The back end of a silver car on display at an auto show.
./images/train/434.jpg,A hummingbird perched on a flower
./images/train/435.jpg,A camel train walking through the desert
./images/train/436.jpg,"Aerial view of a housing estate in Bath, England, showing the circular layout of the streets."
./images/train/437.jpg,A ring of fire forms around the sun during a solar eclipse.
./images/train/438.jpg,"Golden larch trees in the Enchantment Lakes of Washington, with a mountain peak in the background."
./images/train/439.jpg,The summit of Y Garn with the sun breaking through the clouds
./images/train/44.jpg,A row of fish are hung up to dry in front of a store.
./images/train/440.jpg,A baby sloth hanging from a tree branch
./images/train/441.jpg,The Astoria-Megler Bridge spans the Columbia River and is one of the most photographed bridges in the world.
./images/train/442.jpg,A pair of ducks swimming in a pond
./images/train/443.jpg,A city lit up at night with a river running through it
./images/train/444.jpg,"Snow-covered mountains and forests in Germany, with a castle in the foreground."
./images/train/445.jpg,A long exposure photograph of a waterfall surrounded by rocks and trees.
./images/train/446.jpg,A powerpoint presentation on a screen in a classroom.
./images/train/447.jpg,"The main entrance of Fudan University, with the school's name written in English and Chinese."
./images/train/448.jpg,A photo of a student's notes.
./images/train/449.jpg,two chopsticks with Japanese writing on them
./images/train/45.jpg,A stone bridge in a park surrounded by trees and a lake
./images/train/450.jpg,A sign that says congratulations on reaching the top.
./images/train/451.jpg,A picture of a city street with a large orange and white bridge in the background.
./images/train/452.jpg,"The Chinese text on the bottom says ""比企谷同学，我喜欢你"""
./images/train/453.jpg,a hot air balloon flying over a city
./images/train/454.jpg,A close up of a bamboo steamer filled with xiaolongbao.
./images/train/455.jpg,"The photo shows the exterior of the Hankou Railway Station at night. The sky is black and there are four clocks on the upper floors of the large, red-brick building. The building has multiple arch-shaped windows and the two central ones are brightly lit with the characters ""Hankou"" in red."
./images/train/456.jpg,"Snowflakes are falling from the sky, soft snow, white clothes,一切都 becomes white."
./images/train/457.jpg,"A suspension bridge spans the width of a body of water, connecting two sides of a river."
./images/train/458.jpg,Map of the scenic area of Mount TianTai
./images/train/459.jpg,The crowd gathered to watch the elephant show
./images/train/46.jpg,"The view of the Hall of Supreme Harmony in the Forbidden City after a snowfall in Beijing, capital of China. [Photo: China Plus"
./images/train/460.jpg,People are enjoying the outdoors in a park with blooming cherry trees.
./images/train/461.jpg,Misty morning on the lake
